"Population by Educational Attainment","Number"
"Beginners",""
"Female","363"
"Male","447"
"Graduate and Equivalent",""
"Female","43"
"Male","103"
"Intermediate and Equivalent",""
"Female","279"
"Male","242"
"Level not Stated",""
"Female","12"
"Male","9"
"Lower Secondary (Class 6-8)",""
"Female","1857"
"Male","1468"
"Non Formal Education",""
"Female","501"
"Male","386"
"Others",""
"Female","1"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","46"
"Primary Education (1-5 Class)",""
"Female","3122"
"Male","2946"
"Secondary Level (Class 9-10)",""
"Female","976"
"Male","792"
"SLC and Equivalent",""
"Female","783"
"Male","655"
