"Population by Single Year of Age","Number"
"0",""
"Female","185"
"Male","216"
"1",""
"Female","162"
"Male","180"
"10",""
"Female","314"
"Male","353"
"11",""
"Female","294"
"Male","312"
"12",""
"Female","381"
"Male","345"
"13",""
"Female","303"
"Male","308"
"14",""
"Female","310"
"Male","296"
"15",""
"Female","315"
"Male","270"
"16",""
"Female","317"
"Male","250"
"17",""
"Female","271"
"Male","213"
"18",""
"Female","334"
"Male","235"
"19",""
"Female","259"
"Male","119"
"2",""
"Female","183"
"Male","241"
"20",""
"Female","224"
"Male","104"
"21",""
"Female","245"
"Male","104"
"22",""
"Female","285"
"Male","111"
"23",""
"Female","170"
"Male","71"
"24",""
"Female","230"
"Male","86"
"25",""
"Female","250"
"Male","95"
"26",""
"Female","220"
"Male","94"
"27",""
"Female","193"
"Male","74"
"28",""
"Female","209"
"Male","71"
"29",""
"Female","137"
"Male","61"
"3",""
"Female","169"
"Male","214"
"30",""
"Female","260"
"Male","108"
"31",""
"Female","94"
"Male","50"
"32",""
"Female","177"
"Male","77"
"33",""
"Female","112"
"Male","45"
"34",""
"Female","115"
"Male","45"
"35",""
"Female","287"
"Male","94"
"36",""
"Female","135"
"Male","51"
"37",""
"Female","88"
"Male","55"
"38",""
"Female","144"
"Male","87"
"39",""
"Female","82"
"Male","53"
"4",""
"Female","230"
"Male","251"
"40",""
"Female","302"
"Male","134"
"41",""
"Female","83"
"Male","49"
"42",""
"Female","136"
"Male","92"
"43",""
"Female","77"
"Male","56"
"44",""
"Female","88"
"Male","62"
"45",""
"Female","200"
"Male","111"
"46",""
"Female","89"
"Male","78"
"47",""
"Female","77"
"Male","40"
"48",""
"Female","112"
"Male","73"
"49",""
"Female","66"
"Male","61"
"5",""
"Female","234"
"Male","276"
"50",""
"Female","227"
"Male","141"
"51",""
"Female","69"
"Male","78"
"52",""
"Female","113"
"Male","107"
"53",""
"Female","77"
"Male","58"
"54",""
"Female","66"
"Male","51"
"55",""
"Female","157"
"Male","119"
"56",""
"Female","77"
"Male","79"
"57",""
"Female","91"
"Male","64"
"58",""
"Female","72"
"Male","77"
"59",""
"Female","80"
"Male","58"
"6",""
"Female","260"
"Male","242"
"60",""
"Female","200"
"Male","114"
"61",""
"Female","75"
"Male","75"
"62",""
"Female","89"
"Male","79"
"63",""
"Female","49"
"Male","62"
"64",""
"Female","60"
"Male","55"
"65",""
"Female","122"
"Male","88"
"66",""
"Female","39"
"Male","59"
"67",""
"Female","71"
"Male","69"
"68",""
"Female","50"
"Male","73"
"69",""
"Female","16"
"Male","38"
"7",""
"Female","247"
"Male","287"
"70",""
"Female","93"
"Male","77"
"71",""
"Female","22"
"Male","29"
"72",""
"Female","48"
"Male","56"
"73",""
"Female","24"
"Male","34"
"74",""
"Female","17"
"Male","28"
"75",""
"Female","49"
"Male","39"
"76",""
"Female","24"
"Male","22"
"77",""
"Female","18"
"Male","25"
"78",""
"Female","27"
"Male","23"
"79",""
"Female","10"
"Male","18"
"8",""
"Female","266"
"Male","283"
"80",""
"Female","38"
"Male","21"
"81",""
"Female","11"
"Male","6"
"82",""
"Female","13"
"Male","14"
"83",""
"Female","10"
"Male","11"
"84",""
"Female","12"
"Male","13"
"85",""
"Female","43"
"Male","40"
"9",""
"Female","264"
"Male","280"
