"Population by Caste/Ethinicity","Number"
"Bote",""
"Female","52"
"Male","39"
"Brahman - Hill",""
"Female","3503"
"Male","2576"
"Chepang /Praja",""
"Female","1"
"Male","19"
"Chhantyal/Chhantel",""
"Female","11"
"Male","6"
"Chhetri",""
"Female","2374"
"Male","1731"
"Damai/Dholi",""
"Female","669"
"Male","481"
"Foreigner",""
"Female","39"
"Male","22"
"Gaine",""
"Female","7"
"Male","9"
"Gharti/Bhujel",""
"Female","58"
"Male","42"
"Gurung",""
"Female","205"
"Male","172"
"Kalwar",""
"Female","55"
"Male","46"
"Kami",""
"Female","1514"
"Male","1141"
"Kathabaniyan",""
"Female","4"
"Male","7"
"Kumal",""
"Female","366"
"Male","307"
"Magar",""
"Female","2347"
"Male","1874"
"Musalman",""
"Female","30"
"Male","34"
"Newar",""
"Female","120"
"Male","101"
"Others",""
"Female","31"
"Male","33"
"Sarki",""
"Female","998"
"Male","719"
"Terai Others",""
"Female","11"
"Male","12"
"Thakali",""
"Female","23"
"Male","14"
"Thakuri",""
"Female","14"
"Male","10"
