"Population by disability type","Number"
"Blind/low vision",""
"Female","60"
"Male","50"
"","110"
"Deaf/hard of hearing",""
"Female","44"
"Male","50"
"","94"
"Deaf-Blind",""
"Female","5"
"Male","3"
"","8"
"Intellectual disable",""
"Female","25"
"Male","25"
"","50"
"Mental disable",""
"Female","18"
"Male","9"
"","27"
"Multiple disable",""
"Female","40"
"Male","55"
"","95"
"No disability",""
"Female","12453"
"Male","10598"
"","23051"
"Physical",""
"Female","94"
"Male","138"
"","232"
"Speech problem",""
"Female","25"
"Male","37"
"","62"
