"Population by Educational Attainment","Number"
"Beginners",""
"Female","167"
"Male","169"
"","336"
"Graduate and Equivalent",""
"Female","13"
"Male","55"
"","68"
"Intermediate and Equivalent",""
"Female","205"
"Male","168"
"","373"
"Level not Stated",""
"Female","14"
"Male","18"
"","32"
"Lower Secondary (Class 6-8)",""
"Female","980"
"Male","967"
"","1947"
"Non Formal Education",""
"Female","468"
"Male","414"
"","882"
"Others",""
"Female","4"
"Male","4"
"","8"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","17"
"","19"
"Primary Education (1-5 Class)",""
"Female","1910"
"Male","2048"
"","3958"
"Secondary Level (Class 9-10)",""
"Female","493"
"Male","617"
"","1110"
"SLC and Equivalent",""
"Female","401"
"Male","443"
"","844"
