"Population by Caste Ethinicity","Number"
"Bahing",""
"Female","390"
"Male","325"
"","715"
"Bin",""
"Female","247"
"Male","210"
"","457"
"Brahman - Hill",""
"Female","1035"
"Male","872"
"","1907"
"Chhetri",""
"Female","1723"
"Male","1416"
"","3139"
"Damai/Dholi",""
"Female","248"
"Male","227"
"","475"
"Gharti/Bhujel",""
"Female","300"
"Male","278"
"","578"
"Kami",""
"Female","421"
"Male","350"
"","771"
"Magar",""
"Female","1629"
"Male","1366"
"","2995"
"Majhi",""
"Female","114"
"Male","104"
"","218"
"Newar",""
"Female","447"
"Male","384"
"","831"
"Others",""
"Female","26"
"Male","33"
"","59"
"Rai",""
"Female","626"
"Male","531"
"","1157"
"Sanyasi/Dasnami",""
"Female","17"
"Male","20"
"","37"
"Sarki",""
"Female","367"
"Male","316"
"","683"
"Sherpa",""
"Female","293"
"Male","256"
"","549"
"Tamang",""
"Female","287"
"Male","214"
"","501"
"Thakuri",""
"Female","25"
"Male","29"
"","54"
"Thulung",""
"Female","25"
"Male","26"
"","51"
"Undefined Others",""
"Female","8"
"Male","11"
"","19"
