"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","403"
"Male","362"
"Bangali",""
"Female","233"
"Male","215"
"Bhote",""
"Female","18"
"Male","13"
"Brahman - Hill",""
"Female","13973"
"Male","12085"
"Brahman - Tarai",""
"Female","5"
"Male","15"
"Chhetri",""
"Female","76066"
"Male","66169"
"Dalit Others",""
"Female","22678"
"Male","18723"
"Damai/Dholi",""
"Female","4355"
"Male","3707"
"Dev",""
"Female","7"
"Male","4"
"Gurung",""
"Female","8"
"Male","4"
"Kalwar",""
"Female","6"
"Male","7"
"Kami",""
"Female","12933"
"Male","11296"
"Kurmi",""
"Female","10"
"Male","12"
"Limbu",""
"Female","4"
"Male","8"
"Lohar",""
"Female","518"
"Male","432"
"Magar",""
"Female","768"
"Male","790"
"Majhi",""
"Female","165"
"Male","150"
"Musalman",""
"Female","101"
"Male","141"
"Newar",""
"Female","57"
"Male","47"
"Others",""
"Female","214"
"Male","211"
"Rai",""
"Female","28"
"Male","33"
"Sanyasi/Dasnami",""
"Female","256"
"Male","216"
"Sarki",""
"Female","904"
"Male","741"
"Tamang",""
"Female","139"
"Male","107"
"Teli",""
"Female","114"
"Male","108"
"Terai Others",""
"Female","89"
"Male","84"
"Thakuri",""
"Female","3327"
"Male","2981"
"Tharu",""
"Female","34"
"Male","114"
