"Population by Educational Attainment","Number"
"Beginners",""
"Female","219"
"Male","205"
"","424"
"Graduate and Equivalent",""
"Female","2"
"Male","10"
"","12"
"Intermediate and Equivalent",""
"Female","25"
"Male","44"
"","69"
"Level not Stated",""
"Female","2"
"Male","2"
"","4"
"Lower Secondary (Class 6-8)",""
"Female","395"
"Male","454"
"","849"
"Non Formal Education",""
"Female","196"
"Male","244"
"","440"
"Others",""
"Female","6"
"Male","7"
"","13"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","1"
"","2"
"Primary Education (1-5 Class)",""
"Female","1750"
"Male","1825"
"","3575"
"Secondary Level (Class 9-10)",""
"Female","77"
"Male","167"
"","244"
"SLC and Equivalent",""
"Female","45"
"Male","109"
"","154"
