"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","130"
"Male","136"
"","266"
"Bangali",""
"Female","35"
"Male","32"
"","67"
"Bantar/Sardar",""
"Female","105"
"Male","96"
"","201"
"Baraee",""
"Female","167"
"Male","145"
"","312"
"Brahman - Hill",""
"Female","27"
"Male","27"
"","54"
"Brahman - Tarai",""
"Female","6"
"Male","11"
"","17"
"Chamar/ Harijan/ Ram",""
"Female","743"
"Male","662"
"","1405"
"Chhetri",""
"Female","46"
"Male","35"
"","81"
"Damai/Dholi",""
"Female","12"
"Male","5"
"","17"
"Danuwar",""
"Female","975"
"Male","861"
"","1836"
"Dhanuk",""
"Female","659"
"Male","596"
"","1255"
"Dhobi",""
"Female","632"
"Male","598"
"","1230"
"Dom",""
"Female","13"
"Male","14"
"","27"
"Dusadh/ Pasawan/ Pasi",""
"Female","319"
"Male","285"
"","604"
"Hajam/Thakur",""
"Female","223"
"Male","199"
"","422"
"Halwai",""
"Female","343"
"Male","315"
"","658"
"Kalwar",""
"Female","82"
"Male","77"
"","159"
"Kami",""
"Female","16"
"Male","11"
"","27"
"Kathabaniyan",""
"Female","131"
"Male","114"
"","245"
"Kayastha",""
"Female","15"
"Male","13"
"","28"
"Kewat",""
"Female","464"
"Male","485"
"","949"
"Khatwe",""
"Female","553"
"Male","565"
"","1118"
"Koiri/Kushwaha",""
"Female","13"
"Male","9"
"","22"
"Kurmi",""
"Female","120"
"Male","101"
"","221"
"Majhi",""
"Female","16"
"Male","10"
"","26"
"Mali",""
"Female","17"
"Male","15"
"","32"
"Mallaha",""
"Female","447"
"Male","392"
"","839"
"Musahar",""
"Female","359"
"Male","378"
"","737"
"Musalman",""
"Female","1063"
"Male","1001"
"","2064"
"Newar",""
"Female","34"
"Male","28"
"","62"
"Others",""
"Female","26"
"Male","17"
"","43"
"Rai",""
"Female","8"
"Male","6"
"","14"
"Rajdhob",""
"Female","49"
"Male","58"
"","107"
"Sanyasi/Dasnami",""
"Female","39"
"Male","24"
"","63"
"Sonar",""
"Female","135"
"Male","112"
"","247"
"Sudhi",""
"Female","295"
"Male","265"
"","560"
"Sunuwar",""
"Female","54"
"Male","34"
"","88"
"Tatma/Tatwa",""
"Female","1139"
"Male","1004"
"","2143"
"Teli",""
"Female","1003"
"Male","958"
"","1961"
"Terai Others",""
"Female","190"
"Male","195"
"","385"
"Tharu",""
"Female","685"
"Male","571"
"","1256"
"Yadav",""
"Female","3138"
"Male","3068"
"","6206"
