"Population by Educational Attainment","Number"
"Beginners",""
"Female","1039"
"Male","1180"
"","2219"
"Graduate and Equivalent",""
"Female","116"
"Male","317"
"","433"
"Intermediate and Equivalent",""
"Female","523"
"Male","1000"
"","1523"
"Level not Stated",""
"Female","58"
"Male","81"
"","139"
"Lower Secondary (Class 6-8)",""
"Female","4759"
"Male","5892"
"","10651"
"Non Formal Education",""
"Female","1253"
"Male","918"
"","2171"
"Others",""
"Female","30"
"Male","23"
"","53"
"Post Graduate Equivalent and Above",""
"Female","18"
"Male","109"
"","127"
"Primary Education (1-5 Class)",""
"Female","9209"
"Male","10976"
"","20185"
"Secondary Level (Class 9-10)",""
"Female","2560"
"Male","3623"
"","6183"
"SLC and Equivalent",""
"Female","850"
"Male","1388"
"","2238"
