"Population by disability type","Number"
"Blind/low vision",""
"Female","174"
"Male","140"
"","314"
"Deaf/hard of hearing",""
"Female","72"
"Male","105"
"","177"
"Deaf-Blind",""
"Female","8"
"Male","8"
"","16"
"Intellectual disable",""
"Female","6"
"Male","11"
"","17"
"Mental disable",""
"Female","33"
"Male","34"
"","67"
"Multiple disable",""
"Female","42"
"Male","54"
"","96"
"No disability",""
"Female","38127"
"Male","36192"
"","74319"
"Physical",""
"Female","207"
"Male","253"
"","460"
"Speech problem",""
"Female","65"
"Male","55"
"","120"
