"Population by Educational Attainment","Number"
"Beginners",""
"Female","400"
"Male","410"
"","810"
"Graduate and Equivalent",""
"Female","133"
"Male","341"
"","474"
"Intermediate and Equivalent",""
"Female","668"
"Male","812"
"","1480"
"Level not Stated",""
"Female","132"
"Male","147"
"","279"
"Lower Secondary (Class 6-8)",""
"Female","3187"
"Male","2933"
"","6120"
"Non Formal Education",""
"Female","1021"
"Male","957"
"","1978"
"Others",""
"Female","5"
"Male","12"
"","17"
"Post Graduate Equivalent and Above",""
"Female","21"
"Male","127"
"","148"
"Primary Education (1-5 Class)",""
"Female","5954"
"Male","6177"
"","12131"
"Secondary Level (Class 9-10)",""
"Female","1962"
"Male","2156"
"","4118"
"SLC and Equivalent",""
"Female","2293"
"Male","2319"
"","4612"
