"Population by disability type","Number"
"Blind/low vision",""
"Female","66"
"Male","69"
"","135"
"Deaf/hard of hearing",""
"Female","95"
"Male","115"
"","210"
"Deaf-Blind",""
"Female","17"
"Male","18"
"","35"
"Intellectual disable",""
"Female","10"
"Male","18"
"","28"
"Mental disable",""
"Female","29"
"Male","33"
"","62"
"Multiple disable",""
"Female","42"
"Male","36"
"","78"
"No disability",""
"Female","24842"
"Male","21007"
"","45849"
"Physical",""
"Female","128"
"Male","227"
"","355"
"Speech problem",""
"Female","75"
"Male","76"
"","151"
