"Population by Educational Attainment","Number"
"Beginners",""
"Female","3932"
"Male","4561"
"Graduate and Equivalent",""
"Female","683"
"Male","1360"
"Intermediate and Equivalent",""
"Female","3389"
"Male","3628"
"Level not Stated",""
"Female","387"
"Male","468"
"Lower Secondary (Class 6-8)",""
"Female","19984"
"Male","20289"
"Non Formal Education",""
"Female","4945"
"Male","4745"
"Others",""
"Female","59"
"Male","87"
"Post Graduate Equivalent and Above",""
"Female","104"
"Male","544"
"Primary Education (1-5 Class)",""
"Female","44369"
"Male","48966"
"Secondary Level (Class 9-10)",""
"Female","8840"
"Male","9394"
"SLC and Equivalent",""
"Female","6496"
"Male","7806"
