"Population by Educational Attainment","Number"
"Beginners",""
"Female","2240"
"Male","2317"
"","4557"
"Graduate and Equivalent",""
"Female","279"
"Male","839"
"","1118"
"Intermediate and Equivalent",""
"Female","1992"
"Male","2453"
"","4445"
"Level not Stated",""
"Female","447"
"Male","548"
"","995"
"Lower Secondary (Class 6-8)",""
"Female","12798"
"Male","13072"
"","25870"
"Non Formal Education",""
"Female","3669"
"Male","3747"
"","7416"
"Others",""
"Female","27"
"Male","53"
"","80"
"Post Graduate Equivalent and Above",""
"Female","40"
"Male","272"
"","312"
"Primary Education (1-5 Class)",""
"Female","26730"
"Male","28626"
"","55356"
"Secondary Level (Class 9-10)",""
"Female","7012"
"Male","8416"
"","15428"
"SLC and Equivalent",""
"Female","6947"
"Male","7774"
"","14721"
