"Population by Mother tongue","Number"
"Bahing",""
"Female","347"
"Male","333"
"","680"
"Bantawa",""
"Female","4137"
"Male","3573"
"","7710"
"Bhujel",""
"Female","44"
"Male","42"
"","86"
"Chamling",""
"Female","18120"
"Male","15969"
"","34089"
"Doteli",""
"Female","18"
"Male","9"
"","27"
"Dumi",""
"Female","2741"
"Male","2436"
"","5177"
"Gurung",""
"Female","455"
"Male","357"
"","812"
"Khaling",""
"Female","482"
"Male","446"
"","928"
"Koche",""
"Female","945"
"Male","986"
"","1931"
"Koyee",""
"Female","54"
"Male","46"
"","100"
"Kulung",""
"Female","37"
"Male","34"
"","71"
"Limbu",""
"Female","28"
"Male","22"
"","50"
"Magar",""
"Female","4812"
"Male","4260"
"","9072"
"Maithili",""
"Female","220"
"Male","413"
"","633"
"Majhi",""
"Female","284"
"Male","260"
"","544"
"Nachhiring",""
"Female","1338"
"Male","1259"
"","2597"
"Nepali",""
"Female","54823"
"Male","47683"
"","102506"
"Newar",""
"Female","2902"
"Male","2554"
"","5456"
"Not Reported",""
"Female","233"
"Male","192"
"","425"
"Others",""
"Female","588"
"Male","548"
"","1136"
"Puma",""
"Female","2337"
"Male","2150"
"","4487"
"Rai",""
"Female","861"
"Male","700"
"","1561"
"Sampang",""
"Female","3910"
"Male","3367"
"","7277"
"Sherpa",""
"Female","669"
"Male","566"
"","1235"
"Sign Language",""
"Female","7"
"Male","5"
"","12"
"Sunuwar",""
"Female","174"
"Male","159"
"","333"
"Tamang",""
"Female","4352"
"Male","3774"
"","8126"
"Thami",""
"Female","22"
"Male","22"
"","44"
"Tharu",""
"Female","25"
"Male","18"
"","43"
"Thulung",""
"Female","1970"
"Male","1843"
"","3813"
"Tilung",""
"Female","613"
"Male","492"
"","1105"
"Wambule",""
"Female","1608"
"Male","1551"
"","3159"
