"Population by Single Year of Age","Number"
"0",""
"Female","466"
"Male","505"
"1",""
"Female","373"
"Male","444"
"10",""
"Female","799"
"Male","889"
"11",""
"Female","437"
"Male","430"
"12",""
"Female","709"
"Male","798"
"13",""
"Female","543"
"Male","547"
"14",""
"Female","647"
"Male","678"
"15",""
"Female","575"
"Male","612"
"16",""
"Female","608"
"Male","585"
"17",""
"Female","446"
"Male","491"
"18",""
"Female","613"
"Male","623"
"19",""
"Female","308"
"Male","298"
"2",""
"Female","553"
"Male","534"
"20",""
"Female","642"
"Male","589"
"21",""
"Female","309"
"Male","244"
"22",""
"Female","549"
"Male","425"
"23",""
"Female","327"
"Male","277"
"24",""
"Female","360"
"Male","304"
"25",""
"Female","785"
"Male","597"
"26",""
"Female","380"
"Male","326"
"27",""
"Female","324"
"Male","264"
"28",""
"Female","454"
"Male","407"
"29",""
"Female","172"
"Male","148"
"3",""
"Female","607"
"Male","632"
"30",""
"Female","855"
"Male","693"
"31",""
"Female","143"
"Male","162"
"32",""
"Female","429"
"Male","353"
"33",""
"Female","203"
"Male","189"
"34",""
"Female","191"
"Male","176"
"35",""
"Female","835"
"Male","743"
"36",""
"Female","248"
"Male","243"
"37",""
"Female","172"
"Male","160"
"38",""
"Female","330"
"Male","305"
"39",""
"Female","116"
"Male","139"
"4",""
"Female","621"
"Male","632"
"40",""
"Female","730"
"Male","716"
"41",""
"Female","133"
"Male","120"
"42",""
"Female","275"
"Male","275"
"43",""
"Female","168"
"Male","134"
"44",""
"Female","149"
"Male","118"
"45",""
"Female","672"
"Male","607"
"46",""
"Female","152"
"Male","167"
"47",""
"Female","113"
"Male","135"
"48",""
"Female","260"
"Male","235"
"49",""
"Female","79"
"Male","76"
"5",""
"Female","670"
"Male","715"
"50",""
"Female","571"
"Male","531"
"51",""
"Female","88"
"Male","116"
"52",""
"Female","178"
"Male","199"
"53",""
"Female","84"
"Male","83"
"54",""
"Female","75"
"Male","108"
"55",""
"Female","459"
"Male","429"
"56",""
"Female","112"
"Male","96"
"57",""
"Female","84"
"Male","94"
"58",""
"Female","178"
"Male","134"
"59",""
"Female","70"
"Male","66"
"6",""
"Female","649"
"Male","591"
"60",""
"Female","439"
"Male","464"
"61",""
"Female","78"
"Male","82"
"62",""
"Female","122"
"Male","107"
"63",""
"Female","70"
"Male","55"
"64",""
"Female","41"
"Male","54"
"65",""
"Female","352"
"Male","301"
"66",""
"Female","45"
"Male","61"
"67",""
"Female","40"
"Male","64"
"68",""
"Female","61"
"Male","79"
"69",""
"Female","24"
"Male","68"
"7",""
"Female","645"
"Male","577"
"70",""
"Female","190"
"Male","225"
"71",""
"Female","23"
"Male","40"
"72",""
"Female","46"
"Male","58"
"73",""
"Female","16"
"Male","25"
"74",""
"Female","8"
"Male","12"
"75",""
"Female","87"
"Male","102"
"76",""
"Female","11"
"Male","16"
"77",""
"Female","16"
"Male","14"
"78",""
"Female","21"
"Male","26"
"79",""
"Female","3"
"Male","10"
"8",""
"Female","731"
"Male","735"
"80",""
"Female","71"
"Male","66"
"81",""
"Female","5"
"Male","7"
"82",""
"Female","13"
"Male","10"
"83",""
"Female","3"
"Male","11"
"84",""
"Female","8"
"Male","8"
"85",""
"Female","74"
"Male","63"
"9",""
"Female","480"
"Male","430"
