"Population by disability type","Number"
"Blind/low vision",""
"Female","41"
"Male","46"
"","87"
"Deaf/hard of hearing",""
"Female","12"
"Male","19"
"","31"
"Deaf-Blind",""
"Female","1"
"Male","3"
"","4"
"Intellectual disable",""
"Female","6"
"Male","6"
"","12"
"Mental disable",""
"Female","7"
"Male","24"
"","31"
"Multiple disable",""
"Female","17"
"Male","18"
"","35"
"No disability",""
"Female","23000"
"Male","23103"
"","46103"
"Physical",""
"Female","89"
"Male","115"
"","204"
"Speech problem",""
"Female","39"
"Male","46"
"","85"
