"Population by Educational Attainment","Number"
"Beginners",""
"Female","171"
"Male","256"
"","427"
"Graduate and Equivalent",""
"Female","64"
"Male","194"
"","258"
"Intermediate and Equivalent",""
"Female","360"
"Male","658"
"","1018"
"Level not Stated",""
"Female","148"
"Male","203"
"","351"
"Lower Secondary (Class 6-8)",""
"Female","1276"
"Male","2283"
"","3559"
"Non Formal Education",""
"Female","100"
"Male","181"
"","281"
"Others",""
"Female","72"
"Male","54"
"","126"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","54"
"","65"
"Primary Education (1-5 Class)",""
"Female","4182"
"Male","5507"
"","9689"
"Secondary Level (Class 9-10)",""
"Female","668"
"Male","1189"
"","1857"
"SLC and Equivalent",""
"Female","494"
"Male","1168"
"","1662"
