"Population by disability type","Number"
"Blind/low vision",""
"Female","7437"
"Male","7357"
"Deaf/hard of hearing",""
"Female","6597"
"Male","6662"
"Deaf-Blind",""
"Female","962"
"Male","932"
"Intellectual disable",""
"Female","1264"
"Male","1639"
"Mental disable",""
"Female","2560"
"Male","3075"
"Multiple disable",""
"Female","2890"
"Male","3402"
"No disability",""
"Female","2315999"
"Male","2064469"
"Physical",""
"Female","12709"
"Male","17798"
"Speech problem",""
"Female","4169"
"Male","5264"
