"Population by Educational Attainment","Number"
"Beginners",""
"Female","61108"
"Male","71176"
"Graduate and Equivalent",""
"Female","15872"
"Male","32535"
"Intermediate and Equivalent",""
"Female","54489"
"Male","72669"
"Level not Stated",""
"Female","4949"
"Male","4910"
"Lower Secondary (Class 6-8)",""
"Female","273787"
"Male","306394"
"Non Formal Education",""
"Female","65758"
"Male","46479"
"Others",""
"Female","1706"
"Male","1493"
"Post Graduate Equivalent and Above",""
"Female","2994"
"Male","11083"
"Primary Education (1-5 Class)",""
"Female","556792"
"Male","620192"
"Secondary Level (Class 9-10)",""
"Female","135948"
"Male","162250"
"SLC and Equivalent",""
"Female","103758"
"Male","118922"
