"Population by disability type","Number"
"Blind/low vision",""
"Female","752"
"Male","688"
"","1440"
"Deaf/hard of hearing",""
"Female","553"
"Male","655"
"","1208"
"Deaf-Blind",""
"Female","71"
"Male","73"
"","144"
"Intellectual disable",""
"Female","182"
"Male","237"
"","419"
"Mental disable",""
"Female","218"
"Male","222"
"","440"
"Multiple disable",""
"Female","293"
"Male","347"
"","640"
"No disability",""
"Female","174629"
"Male","151838"
"","326467"
"Physical",""
"Female","1085"
"Male","1476"
"","2561"
"Speech problem",""
"Female","409"
"Male","564"
"","973"
