"Population by Educational Attainment","Number"
"Beginners",""
"Female","3932"
"Male","4561"
"","8493"
"Graduate and Equivalent",""
"Female","683"
"Male","1360"
"","2043"
"Intermediate and Equivalent",""
"Female","3389"
"Male","3628"
"","7017"
"Level not Stated",""
"Female","387"
"Male","468"
"","855"
"Lower Secondary (Class 6-8)",""
"Female","19984"
"Male","20289"
"","40273"
"Non Formal Education",""
"Female","4945"
"Male","4745"
"","9690"
"Others",""
"Female","59"
"Male","87"
"","146"
"Post Graduate Equivalent and Above",""
"Female","104"
"Male","544"
"","648"
"Primary Education (1-5 Class)",""
"Female","44369"
"Male","48966"
"","93335"
"Secondary Level (Class 9-10)",""
"Female","8840"
"Male","9394"
"","18234"
"SLC and Equivalent",""
"Female","6496"
"Male","7806"
"","14302"
