"Population by Educational Attainment","Number"
"Beginners",""
"Female","253"
"Male","278"
"","531"
"Graduate and Equivalent",""
"Female","10"
"Male","35"
"","45"
"Intermediate and Equivalent",""
"Female","49"
"Male","93"
"","142"
"Level not Stated",""
"Female","29"
"Male","13"
"","42"
"Lower Secondary (Class 6-8)",""
"Female","878"
"Male","879"
"","1757"
"Non Formal Education",""
"Female","349"
"Male","214"
"","563"
"Others",""
"Female","2"
"Male","0"
"","2"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","11"
"","12"
"Primary Education (1-5 Class)",""
"Female","2467"
"Male","2443"
"","4910"
"Secondary Level (Class 9-10)",""
"Female","272"
"Male","357"
"","629"
"SLC and Equivalent",""
"Female","154"
"Male","228"
"","382"
