"Population by Mother tongue","Number"
"Avadhi",""
"Female","16"
"Male","18"
"Bhojpuri",""
"Female","123"
"Male","228"
"Bhujel",""
"Female","32"
"Male","23"
"Bote",""
"Female","375"
"Male","296"
"Doteli",""
"Female","8"
"Male","6"
"English",""
"Female","10"
"Male","11"
"Gurung",""
"Female","47"
"Male","42"
"Hindi",""
"Female","92"
"Male","141"
"Kham",""
"Female","15"
"Male","21"
"Kumal",""
"Female","863"
"Male","767"
"Magar",""
"Female","49745"
"Male","39093"
"Maithili",""
"Female","30"
"Male","72"
"Nepali",""
"Female","89995"
"Male","70358"
"Newar",""
"Female","2823"
"Male","2295"
"Not Reported",""
"Female","46"
"Male","40"
"Others",""
"Female","163"
"Male","189"
"Rai",""
"Female","15"
"Male","12"
"Sign Language",""
"Female","43"
"Male","47"
"Sunuwar",""
"Female","11"
"Male","10"
"Tamang",""
"Female","9"
"Male","19"
"Tharu",""
"Female","68"
"Male","129"
"Urdu",""
"Female","301"
"Male","246"
