"Population by Educational Attainment","Number"
"Beginners",""
"Female","372"
"Male","333"
"Graduate and Equivalent",""
"Female","5"
"Male","52"
"Intermediate and Equivalent",""
"Female","32"
"Male","146"
"Level not Stated",""
"Female","3"
"Male","2"
"Lower Secondary (Class 6-8)",""
"Female","333"
"Male","823"
"Non Formal Education",""
"Female","140"
"Male","144"
"Others",""
"Female","1"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","6"
"Primary Education (1-5 Class)",""
"Female","1262"
"Male","1756"
"Secondary Level (Class 9-10)",""
"Female","116"
"Male","359"
"SLC and Equivalent",""
"Female","106"
"Male","416"
