"Population by Educational Attainment","Number"
"Beginners",""
"Female","405"
"Male","328"
"","733"
"Graduate and Equivalent",""
"Female","1"
"Male","27"
"","28"
"Intermediate and Equivalent",""
"Female","47"
"Male","137"
"","184"
"Level not Stated",""
"Female","20"
"Male","13"
"","33"
"Lower Secondary (Class 6-8)",""
"Female","327"
"Male","795"
"","1122"
"Non Formal Education",""
"Female","49"
"Male","36"
"","85"
"Others",""
"Female","5"
"Male","7"
"","12"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","9"
"","10"
"Primary Education (1-5 Class)",""
"Female","1528"
"Male","1680"
"","3208"
"Secondary Level (Class 9-10)",""
"Female","124"
"Male","422"
"","546"
"SLC and Equivalent",""
"Female","41"
"Male","205"
"","246"
