"Population by disability type","Number"
"Blind/low vision",""
"Female","69"
"Male","55"
"","124"
"Deaf/hard of hearing",""
"Female","42"
"Male","67"
"","109"
"Deaf-Blind",""
"Female","4"
"Male","4"
"","8"
"Intellectual disable",""
"Female","2"
"Male","6"
"","8"
"Mental disable",""
"Female","8"
"Male","10"
"","18"
"Multiple disable",""
"Female","15"
"Male","14"
"","29"
"No disability",""
"Female","6313"
"Male","5946"
"","12259"
"Physical",""
"Female","89"
"Male","97"
"","186"
"Speech problem",""
"Female","16"
"Male","27"
"","43"
