"Population by Educational Attainment","Number"
"Beginners",""
"Female","141"
"Male","186"
"","327"
"Graduate and Equivalent",""
"Female","72"
"Male","201"
"","273"
"Intermediate and Equivalent",""
"Female","240"
"Male","435"
"","675"
"Level not Stated",""
"Female","39"
"Male","46"
"","85"
"Lower Secondary (Class 6-8)",""
"Female","1315"
"Male","1669"
"","2984"
"Non Formal Education",""
"Female","124"
"Male","147"
"","271"
"Others",""
"Female","3"
"Male","6"
"","9"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","58"
"","66"
"Primary Education (1-5 Class)",""
"Female","2850"
"Male","3356"
"","6206"
"Secondary Level (Class 9-10)",""
"Female","677"
"Male","1005"
"","1682"
"SLC and Equivalent",""
"Female","485"
"Male","787"
"","1272"
