"Population by Caste/Ethinicity","Number"
"Bantaba",""
"Female","8"
"Male","8"
"Brahman - Hill",""
"Female","3137"
"Male","2797"
"Chamling",""
"Female","389"
"Male","293"
"Chhetri",""
"Female","4535"
"Male","3830"
"Dalit Others",""
"Female","42"
"Male","39"
"Damai/Dholi",""
"Female","778"
"Male","625"
"Dom",""
"Female","2"
"Male","10"
"Gharti/Bhujel",""
"Female","551"
"Male","438"
"Gurung",""
"Female","440"
"Male","329"
"Hajam/Thakur",""
"Female","12"
"Male","10"
"Kami",""
"Female","1278"
"Male","1074"
"Kathabaniyan",""
"Female","12"
"Male","11"
"Khawas",""
"Female","11"
"Male","8"
"Limbu",""
"Female","7"
"Male","7"
"Magar",""
"Female","139"
"Male","130"
"Musalman",""
"Female","7"
"Male","12"
"Nachhiring",""
"Female","10"
"Male","24"
"Newar",""
"Female","1937"
"Male","1684"
"Others",""
"Female","60"
"Male","48"
"Pattharkatta/ Kushwadiya",""
"Female","21"
"Male","22"
"Rai",""
"Female","9265"
"Male","8082"
"Samgpang",""
"Female","26"
"Male","17"
"Sanyasi/Dasnami",""
"Female","431"
"Male","310"
"Sarki",""
"Female","799"
"Male","639"
"Sherpa",""
"Female","227"
"Male","185"
"Tamang",""
"Female","1092"
"Male","860"
"Teli",""
"Female","14"
"Male","31"
"Tharu",""
"Female","28"
"Male","36"
"Thulung",""
"Female","7"
"Male","7"
"Undefined Others",""
"Female","16"
"Male","10"
"Yadav",""
"Female","7"
"Male","18"
"Yakkha",""
"Female","16"
"Male","5"
