"Population by Educational Attainment","Number"
"Beginners",""
"Female","54"
"Male","60"
"","114"
"Graduate and Equivalent",""
"Female","0"
"Male","0"
"","0"
"Intermediate and Equivalent",""
"Female","2"
"Male","15"
"","17"
"Level not Stated",""
"Female","6"
"Male","4"
"","10"
"Lower Secondary (Class 6-8)",""
"Female","16"
"Male","62"
"","78"
"Non Formal Education",""
"Female","5"
"Male","1"
"","6"
"Others",""
"Female","0"
"Male","1"
"","1"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","1"
"","1"
"Primary Education (1-5 Class)",""
"Female","124"
"Male","382"
"","506"
"Secondary Level (Class 9-10)",""
"Female","7"
"Male","33"
"","40"
"SLC and Equivalent",""
"Female","5"
"Male","14"
"","19"
