"Population by Educational Attainment","Number"
"Beginners",""
"Female","84"
"Male","86"
"Graduate and Equivalent",""
"Female","12"
"Male","46"
"Intermediate and Equivalent",""
"Female","79"
"Male","135"
"Level not Stated",""
"Female","66"
"Male","79"
"Lower Secondary (Class 6-8)",""
"Female","742"
"Male","755"
"Non Formal Education",""
"Female","298"
"Male","274"
"Others",""
"Female","0"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","14"
"Primary Education (1-5 Class)",""
"Female","1404"
"Male","1497"
"Secondary Level (Class 9-10)",""
"Female","397"
"Male","541"
"SLC and Equivalent",""
"Female","562"
"Male","547"
