"Population by disability type","Number"
"Blind/low vision",""
"Female","41"
"Male","71"
"","112"
"Deaf/hard of hearing",""
"Female","23"
"Male","25"
"","48"
"Deaf-Blind",""
"Female","1"
"Male","4"
"","5"
"Intellectual disable",""
"Female","2"
"Male","13"
"","15"
"Mental disable",""
"Female","18"
"Male","41"
"","59"
"Multiple disable",""
"Female","8"
"Male","7"
"","15"
"No disability",""
"Female","28659"
"Male","28325"
"","56984"
"Physical",""
"Female","79"
"Male","155"
"","234"
"Speech problem",""
"Female","22"
"Male","55"
"","77"
