"Population by Educational Attainment","Number"
"Beginners",""
"Female","418"
"Male","493"
"","911"
"Graduate and Equivalent",""
"Female","100"
"Male","193"
"","293"
"Intermediate and Equivalent",""
"Female","449"
"Male","587"
"","1036"
"Level not Stated",""
"Female","68"
"Male","101"
"","169"
"Lower Secondary (Class 6-8)",""
"Female","1718"
"Male","2100"
"","3818"
"Non Formal Education",""
"Female","200"
"Male","313"
"","513"
"Others",""
"Female","3"
"Male","12"
"","15"
"Post Graduate Equivalent and Above",""
"Female","14"
"Male","55"
"","69"
"Primary Education (1-5 Class)",""
"Female","3652"
"Male","4323"
"","7975"
"Secondary Level (Class 9-10)",""
"Female","1078"
"Male","1365"
"","2443"
"SLC and Equivalent",""
"Female","654"
"Male","871"
"","1525"
