"Population by disability type","Number"
"Blind/low vision",""
"Female","49"
"Male","63"
"","112"
"Deaf/hard of hearing",""
"Female","39"
"Male","36"
"","75"
"Deaf-Blind",""
"Female","3"
"Male","8"
"","11"
"Intellectual disable",""
"Female","10"
"Male","13"
"","23"
"Mental disable",""
"Female","16"
"Male","22"
"","38"
"Multiple disable",""
"Female","25"
"Male","33"
"","58"
"No disability",""
"Female","15565"
"Male","14851"
"","30416"
"Physical",""
"Female","92"
"Male","124"
"","216"
"Speech problem",""
"Female","33"
"Male","47"
"","80"
