"Population by Educational Attainment","Number"
"Beginners",""
"Female","473"
"Male","555"
"","1028"
"Graduate and Equivalent",""
"Female","32"
"Male","77"
"","109"
"Intermediate and Equivalent",""
"Female","199"
"Male","268"
"","467"
"Level not Stated",""
"Female","43"
"Male","30"
"","73"
"Lower Secondary (Class 6-8)",""
"Female","1278"
"Male","1502"
"","2780"
"Non Formal Education",""
"Female","574"
"Male","480"
"","1054"
"Others",""
"Female","12"
"Male","5"
"","17"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","30"
"","34"
"Primary Education (1-5 Class)",""
"Female","2810"
"Male","3432"
"","6242"
"Secondary Level (Class 9-10)",""
"Female","448"
"Male","576"
"","1024"
"SLC and Equivalent",""
"Female","305"
"Male","458"
"","763"
