"Population by Mother tongue","Number"
"Achhami",""
"Female","561"
"Male","402"
"Avadhi",""
"Female","30"
"Male","37"
"Baitadeli",""
"Female","934"
"Male","828"
"Bajhangi",""
"Female","845"
"Male","662"
"Bajureli",""
"Female","112"
"Male","93"
"Bhojpuri",""
"Female","36"
"Male","37"
"Bote",""
"Female","98"
"Male","100"
"Dailekhi",""
"Female","24"
"Male","18"
"Darchuleli",""
"Female","81"
"Male","81"
"Doteli",""
"Female","3378"
"Male","2947"
"Hindi",""
"Female","110"
"Male","144"
"Jumli",""
"Female","38"
"Male","26"
"Khash",""
"Female","48"
"Male","43"
"Magar",""
"Female","488"
"Male","429"
"Maithili",""
"Female","52"
"Male","51"
"Nepali",""
"Female","4472"
"Male","3735"
"Newar",""
"Female","69"
"Male","57"
"Not Reported",""
"Female","14"
"Male","18"
"Others",""
"Female","37"
"Male","36"
"Tharu",""
"Female","16660"
"Male","15713"
