"Population by Mother tongue","Number"
"Bahing",""
"Female","347"
"Male","333"
"Bantawa",""
"Female","4137"
"Male","3573"
"Bhujel",""
"Female","44"
"Male","42"
"Chamling",""
"Female","18120"
"Male","15969"
"Doteli",""
"Female","18"
"Male","9"
"Dumi",""
"Female","2741"
"Male","2436"
"Gurung",""
"Female","455"
"Male","357"
"Khaling",""
"Female","482"
"Male","446"
"Koche",""
"Female","945"
"Male","986"
"Koyee",""
"Female","54"
"Male","46"
"Kulung",""
"Female","37"
"Male","34"
"Limbu",""
"Female","28"
"Male","22"
"Magar",""
"Female","4812"
"Male","4260"
"Maithili",""
"Female","220"
"Male","413"
"Majhi",""
"Female","284"
"Male","260"
"Nachhiring",""
"Female","1338"
"Male","1259"
"Nepali",""
"Female","54823"
"Male","47683"
"Newar",""
"Female","2902"
"Male","2554"
"Not Reported",""
"Female","233"
"Male","192"
"Others",""
"Female","588"
"Male","548"
"Puma",""
"Female","2337"
"Male","2150"
"Rai",""
"Female","861"
"Male","700"
"Sampang",""
"Female","3910"
"Male","3367"
"Sherpa",""
"Female","669"
"Male","566"
"Sign Language",""
"Female","7"
"Male","5"
"Sunuwar",""
"Female","174"
"Male","159"
"Tamang",""
"Female","4352"
"Male","3774"
"Thami",""
"Female","22"
"Male","22"
"Tharu",""
"Female","25"
"Male","18"
"Thulung",""
"Female","1970"
"Male","1843"
"Tilung",""
"Female","613"
"Male","492"
"Wambule",""
"Female","1608"
"Male","1551"
