"Population by Educational Attainment","Number"
"Beginners",""
"Female","2240"
"Male","2317"
"Graduate and Equivalent",""
"Female","279"
"Male","839"
"Intermediate and Equivalent",""
"Female","1992"
"Male","2453"
"Level not Stated",""
"Female","447"
"Male","548"
"Lower Secondary (Class 6-8)",""
"Female","12798"
"Male","13072"
"Non Formal Education",""
"Female","3669"
"Male","3747"
"Others",""
"Female","27"
"Male","53"
"Post Graduate Equivalent and Above",""
"Female","40"
"Male","272"
"Primary Education (1-5 Class)",""
"Female","26730"
"Male","28626"
"Secondary Level (Class 9-10)",""
"Female","7012"
"Male","8416"
"SLC and Equivalent",""
"Female","6947"
"Male","7774"
