"Population by Caste/Ethinicity","Number"
"Bangali",""
"Female","47"
"Male","49"
"Baraee",""
"Female","60"
"Male","58"
"Bhote",""
"Female","16"
"Male","20"
"Bin",""
"Female","320"
"Male","352"
"Brahman - Hill",""
"Female","61"
"Male","63"
"Brahman - Tarai",""
"Female","117"
"Male","109"
"Chamar/ Harijan/ Ram",""
"Female","710"
"Male","761"
"Chhetri",""
"Female","5"
"Male","10"
"Damai/Dholi",""
"Female","20"
"Male","34"
"Dhobi",""
"Female","537"
"Male","576"
"Dom",""
"Female","39"
"Male","35"
"Dusadh/ Pasawan/ Pasi",""
"Female","327"
"Male","333"
"Gharti/Bhujel",""
"Female","13"
"Male","12"
"Hajam/Thakur",""
"Female","327"
"Male","373"
"Halkhor",""
"Female","14"
"Male","11"
"Kahar",""
"Female","7"
"Male","15"
"Kalwar",""
"Female","1472"
"Male","1607"
"Kamar",""
"Female","24"
"Male","23"
"Kanu",""
"Female","412"
"Male","443"
"Kathabaniyan",""
"Female","410"
"Male","483"
"Kayastha",""
"Female","25"
"Male","24"
"Koiri/Kushwaha",""
"Female","1020"
"Male","1037"
"Kumal",""
"Female","59"
"Male","61"
"Kumhar",""
"Female","260"
"Male","308"
"Kurmi",""
"Female","2403"
"Male","2502"
"Lohar",""
"Female","496"
"Male","523"
"Magar",""
"Female","11"
"Male","17"
"Mali",""
"Female","28"
"Male","43"
"Mallaha",""
"Female","14"
"Male","13"
"Musahar",""
"Female","36"
"Male","38"
"Musalman",""
"Female","1367"
"Male","1394"
"Nuniya",""
"Female","211"
"Male","250"
"Others",""
"Female","30"
"Male","23"
"Rai",""
"Female","7"
"Male","6"
"Sanyasi/Dasnami",""
"Female","38"
"Male","57"
"Sonar",""
"Female","95"
"Male","103"
"Sudhi",""
"Female","28"
"Male","42"
"Tamang",""
"Female","8"
"Male","11"
"Tatma/Tatwa",""
"Female","448"
"Male","537"
"Teli",""
"Female","898"
"Male","907"
"Terai Others",""
"Female","109"
"Male","131"
"Thakuri",""
"Female","60"
"Male","72"
"Yadav",""
"Female","3415"
"Male","3775"
"Yakkha",""
"Female","10"
"Male","10"
