"Population by Educational Attainment","Number"
"Beginners",""
"Female","108"
"Male","127"
"Graduate and Equivalent",""
"Female","25"
"Male","169"
"Intermediate and Equivalent",""
"Female","127"
"Male","353"
"Level not Stated",""
"Female","80"
"Male","101"
"Lower Secondary (Class 6-8)",""
"Female","659"
"Male","1601"
"Non Formal Education",""
"Female","10"
"Male","13"
"Others",""
"Female","5"
"Male","20"
"Post Graduate Equivalent and Above",""
"Female","9"
"Male","58"
"Primary Education (1-5 Class)",""
"Female","2628"
"Male","3781"
"Secondary Level (Class 9-10)",""
"Female","264"
"Male","850"
"SLC and Equivalent",""
"Female","139"
"Male","434"
