"Population by disability type","Number"
"Blind/low vision",""
"Female","27"
"Male","26"
"","53"
"Deaf/hard of hearing",""
"Female","22"
"Male","22"
"","44"
"Deaf-Blind",""
"Female","3"
"Male","2"
"","5"
"Intellectual disable",""
"Female","10"
"Male","16"
"","26"
"Mental disable",""
"Female","8"
"Male","13"
"","21"
"Multiple disable",""
"Female","9"
"Male","15"
"","24"
"No disability",""
"Female","7131"
"Male","5448"
"","12579"
"Physical",""
"Female","43"
"Male","34"
"","77"
"Speech problem",""
"Female","14"
"Male","27"
"","41"
