"Population by Educational Attainment","Number"
"Beginners",""
"Female","85"
"Male","81"
"","166"
"Graduate and Equivalent",""
"Female","15"
"Male","24"
"","39"
"Intermediate and Equivalent",""
"Female","105"
"Male","90"
"","195"
"Level not Stated",""
"Female","7"
"Male","15"
"","22"
"Lower Secondary (Class 6-8)",""
"Female","999"
"Male","891"
"","1890"
"Non Formal Education",""
"Female","345"
"Male","239"
"","584"
"Others",""
"Female","2"
"Male","3"
"","5"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","10"
"","13"
"Primary Education (1-5 Class)",""
"Female","1566"
"Male","1606"
"","3172"
"Secondary Level (Class 9-10)",""
"Female","502"
"Male","409"
"","911"
"SLC and Equivalent",""
"Female","245"
"Male","248"
"","493"
