"Population by Educational Attainment","Number"
"Beginners",""
"Female","313"
"Male","328"
"","641"
"Graduate and Equivalent",""
"Female","12"
"Male","58"
"","70"
"Intermediate and Equivalent",""
"Female","129"
"Male","333"
"","462"
"Level not Stated",""
"Female","39"
"Male","29"
"","68"
"Lower Secondary (Class 6-8)",""
"Female","950"
"Male","1178"
"","2128"
"Non Formal Education",""
"Female","102"
"Male","105"
"","207"
"Others",""
"Female","2"
"Male","12"
"","14"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","16"
"","17"
"Primary Education (1-5 Class)",""
"Female","2401"
"Male","2892"
"","5293"
"Secondary Level (Class 9-10)",""
"Female","430"
"Male","709"
"","1139"
"SLC and Equivalent",""
"Female","253"
"Male","482"
"","735"
