"Population by disability type","Number"
"Blind/low vision",""
"Female","73"
"Male","71"
"","144"
"Deaf/hard of hearing",""
"Female","57"
"Male","53"
"","110"
"Deaf-Blind",""
"Female","9"
"Male","7"
"","16"
"Intellectual disable",""
"Female","2"
"Male","4"
"","6"
"Mental disable",""
"Female","6"
"Male","13"
"","19"
"Multiple disable",""
"Female","12"
"Male","24"
"","36"
"No disability",""
"Female","9922"
"Male","10043"
"","19965"
"Physical",""
"Female","107"
"Male","163"
"","270"
"Speech problem",""
"Female","26"
"Male","29"
"","55"
