"Population by Educational Attainment","Number"
"Beginners",""
"Female","704"
"Male","861"
"","1565"
"Graduate and Equivalent",""
"Female","84"
"Male","236"
"","320"
"Intermediate and Equivalent",""
"Female","551"
"Male","621"
"","1172"
"Level not Stated",""
"Female","41"
"Male","31"
"","72"
"Lower Secondary (Class 6-8)",""
"Female","2461"
"Male","2281"
"","4742"
"Non Formal Education",""
"Female","782"
"Male","366"
"","1148"
"Others",""
"Female","8"
"Male","8"
"","16"
"Post Graduate Equivalent and Above",""
"Female","19"
"Male","84"
"","103"
"Primary Education (1-5 Class)",""
"Female","5887"
"Male","5462"
"","11349"
"Secondary Level (Class 9-10)",""
"Female","1036"
"Male","1173"
"","2209"
"SLC and Equivalent",""
"Female","1047"
"Male","1138"
"","2185"
