"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","6"
"Male","5"
"Bhote",""
"Female","12"
"Male","7"
"Brahman - Hill",""
"Female","130"
"Male","105"
"Chhetri",""
"Female","798"
"Male","739"
"Dalit Others",""
"Female","58"
"Male","59"
"Damai/Dholi",""
"Female","72"
"Male","65"
"Gharti/Bhujel",""
"Female","47"
"Male","55"
"Kami",""
"Female","176"
"Male","138"
"Limbu",""
"Female","4134"
"Male","3980"
"Magar",""
"Female","179"
"Male","181"
"Newar",""
"Female","217"
"Male","192"
"Others",""
"Female","16"
"Male","18"
"Pattharkatta/ Kushwadiya",""
"Female","8"
"Male","8"
"Rai",""
"Female","3315"
"Male","3223"
"Sanyasi/Dasnami",""
"Female","19"
"Male","12"
"Sarki",""
"Female","9"
"Male","9"
"Sunuwar",""
"Female","102"
"Male","89"
"Tamang",""
"Female","60"
"Male","58"
"Undefined Others",""
"Female","76"
"Male","82"
"Yakkha",""
"Female","20"
"Male","24"
