"Population by Single Year of Age","Number"
"0",""
"Female","133"
"Male","119"
"1",""
"Female","137"
"Male","150"
"10",""
"Female","255"
"Male","283"
"11",""
"Female","218"
"Male","218"
"12",""
"Female","242"
"Male","282"
"13",""
"Female","242"
"Male","255"
"14",""
"Female","278"
"Male","278"
"15",""
"Female","217"
"Male","249"
"16",""
"Female","256"
"Male","253"
"17",""
"Female","220"
"Male","223"
"18",""
"Female","277"
"Male","264"
"19",""
"Female","179"
"Male","151"
"2",""
"Female","191"
"Male","136"
"20",""
"Female","218"
"Male","179"
"21",""
"Female","154"
"Male","124"
"22",""
"Female","201"
"Male","190"
"23",""
"Female","178"
"Male","163"
"24",""
"Female","150"
"Male","118"
"25",""
"Female","177"
"Male","138"
"26",""
"Female","146"
"Male","123"
"27",""
"Female","175"
"Male","106"
"28",""
"Female","150"
"Male","118"
"29",""
"Female","106"
"Male","72"
"3",""
"Female","148"
"Male","172"
"30",""
"Female","160"
"Male","157"
"31",""
"Female","79"
"Male","81"
"32",""
"Female","129"
"Male","115"
"33",""
"Female","108"
"Male","97"
"34",""
"Female","110"
"Male","88"
"35",""
"Female","144"
"Male","110"
"36",""
"Female","115"
"Male","99"
"37",""
"Female","74"
"Male","68"
"38",""
"Female","120"
"Male","109"
"39",""
"Female","91"
"Male","70"
"4",""
"Female","177"
"Male","165"
"40",""
"Female","150"
"Male","142"
"41",""
"Female","85"
"Male","76"
"42",""
"Female","120"
"Male","87"
"43",""
"Female","101"
"Male","75"
"44",""
"Female","92"
"Male","70"
"45",""
"Female","105"
"Male","108"
"46",""
"Female","101"
"Male","93"
"47",""
"Female","60"
"Male","57"
"48",""
"Female","121"
"Male","111"
"49",""
"Female","65"
"Male","53"
"5",""
"Female","191"
"Male","197"
"50",""
"Female","106"
"Male","134"
"51",""
"Female","52"
"Male","77"
"52",""
"Female","72"
"Male","95"
"53",""
"Female","84"
"Male","46"
"54",""
"Female","59"
"Male","69"
"55",""
"Female","68"
"Male","90"
"56",""
"Female","84"
"Male","65"
"57",""
"Female","55"
"Male","54"
"58",""
"Female","49"
"Male","82"
"59",""
"Female","67"
"Male","65"
"6",""
"Female","211"
"Male","214"
"60",""
"Female","87"
"Male","85"
"61",""
"Female","58"
"Male","77"
"62",""
"Female","53"
"Male","45"
"63",""
"Female","45"
"Male","57"
"64",""
"Female","37"
"Male","51"
"65",""
"Female","47"
"Male","47"
"66",""
"Female","31"
"Male","26"
"67",""
"Female","40"
"Male","32"
"68",""
"Female","55"
"Male","32"
"69",""
"Female","24"
"Male","25"
"7",""
"Female","212"
"Male","235"
"70",""
"Female","37"
"Male","51"
"71",""
"Female","20"
"Male","26"
"72",""
"Female","25"
"Male","29"
"73",""
"Female","25"
"Male","31"
"74",""
"Female","22"
"Male","22"
"75",""
"Female","31"
"Male","25"
"76",""
"Female","9"
"Male","17"
"77",""
"Female","19"
"Male","12"
"78",""
"Female","18"
"Male","25"
"79",""
"Female","10"
"Male","10"
"8",""
"Female","231"
"Male","244"
"80",""
"Female","12"
"Male","15"
"81",""
"Female","6"
"Male","9"
"82",""
"Female","2"
"Male","11"
"83",""
"Female","3"
"Male","3"
"84",""
"Female","7"
"Male","6"
"85",""
"Female","26"
"Male","29"
"9",""
"Female","210"
"Male","219"
