"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","79"
"Male","71"
"","150"
"Baraee",""
"Female","22"
"Male","27"
"","49"
"Bin",""
"Female","148"
"Male","167"
"","315"
"Brahman - Hill",""
"Female","22"
"Male","11"
"","33"
"Brahman - Tarai",""
"Female","104"
"Male","94"
"","198"
"Chamar/ Harijan/ Ram",""
"Female","579"
"Male","616"
"","1195"
"Chhetri",""
"Female","20"
"Male","16"
"","36"
"Danuwar",""
"Female","92"
"Male","86"
"","178"
"Dhanuk",""
"Female","49"
"Male","52"
"","101"
"Dhobi",""
"Female","254"
"Male","273"
"","527"
"Dhunia",""
"Female","34"
"Male","32"
"","66"
"Dom",""
"Female","11"
"Male","13"
"","24"
"Dusadh/ Pasawan/ Pasi",""
"Female","754"
"Male","786"
"","1540"
"Gaderi/Bhedihar",""
"Female","57"
"Male","44"
"","101"
"Gharti/Bhujel",""
"Female","13"
"Male","12"
"","25"
"Hajam/Thakur",""
"Female","227"
"Male","250"
"","477"
"Halwai",""
"Female","121"
"Male","111"
"","232"
"Kahar",""
"Female","28"
"Male","30"
"","58"
"Kalwar",""
"Female","208"
"Male","245"
"","453"
"Kanu",""
"Female","239"
"Male","267"
"","506"
"Kathabaniyan",""
"Female","324"
"Male","321"
"","645"
"Kayastha",""
"Female","41"
"Male","37"
"","78"
"Kewat",""
"Female","604"
"Male","644"
"","1248"
"Khatwe",""
"Female","21"
"Male","28"
"","49"
"Koiri/Kushwaha",""
"Female","1033"
"Male","1095"
"","2128"
"Kumhar",""
"Female","207"
"Male","220"
"","427"
"Kurmi",""
"Female","658"
"Male","723"
"","1381"
"Lohar",""
"Female","249"
"Male","272"
"","521"
"Mali",""
"Female","83"
"Male","63"
"","146"
"Mallaha",""
"Female","352"
"Male","356"
"","708"
"Musahar",""
"Female","703"
"Male","730"
"","1433"
"Musalman",""
"Female","2063"
"Male","1903"
"","3966"
"Nuniya",""
"Female","80"
"Male","75"
"","155"
"Others",""
"Female","48"
"Male","20"
"","68"
"Rai",""
"Female","12"
"Male","12"
"","24"
"Rajput",""
"Female","5"
"Male","7"
"","12"
"Sanyasi/Dasnami",""
"Female","44"
"Male","38"
"","82"
"Sarbaria",""
"Female","45"
"Male","36"
"","81"
"Sonar",""
"Female","185"
"Male","205"
"","390"
"Sudhi",""
"Female","256"
"Male","271"
"","527"
"Tatma/Tatwa",""
"Female","473"
"Male","544"
"","1017"
"Teli",""
"Female","1475"
"Male","1682"
"","3157"
"Terai Others",""
"Female","22"
"Male","23"
"","45"
"Tharu",""
"Female","180"
"Male","189"
"","369"
"Undefined Others",""
"Female","14"
"Male","25"
"","39"
"Yadav",""
"Female","2313"
"Male","2559"
"","4872"
