"Population by Educational Attainment","Number"
"Beginners",""
"Female","95"
"Male","111"
"","206"
"Graduate and Equivalent",""
"Female","27"
"Male","150"
"","177"
"Intermediate and Equivalent",""
"Female","170"
"Male","426"
"","596"
"Level not Stated",""
"Female","144"
"Male","149"
"","293"
"Lower Secondary (Class 6-8)",""
"Female","659"
"Male","1214"
"","1873"
"Non Formal Education",""
"Female","19"
"Male","37"
"","56"
"Others",""
"Female","16"
"Male","25"
"","41"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","29"
"","31"
"Primary Education (1-5 Class)",""
"Female","2361"
"Male","3335"
"","5696"
"Secondary Level (Class 9-10)",""
"Female","314"
"Male","806"
"","1120"
"SLC and Equivalent",""
"Female","266"
"Male","595"
"","861"
