"Population by Educational Attainment","Number"
"Beginners",""
"Female","332"
"Male","548"
"","880"
"Graduate and Equivalent",""
"Female","25"
"Male","107"
"","132"
"Intermediate and Equivalent",""
"Female","72"
"Male","250"
"","322"
"Level not Stated",""
"Female","23"
"Male","15"
"","38"
"Lower Secondary (Class 6-8)",""
"Female","629"
"Male","1535"
"","2164"
"Non Formal Education",""
"Female","47"
"Male","108"
"","155"
"Others",""
"Female","28"
"Male","15"
"","43"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","27"
"","30"
"Primary Education (1-5 Class)",""
"Female","2402"
"Male","3389"
"","5791"
"Secondary Level (Class 9-10)",""
"Female","178"
"Male","676"
"","854"
"SLC and Equivalent",""
"Female","182"
"Male","486"
"","668"
