"Population by Educational Attainment","Number"
"Beginners",""
"Female","1079"
"Male","1241"
"","2320"
"Graduate and Equivalent",""
"Female","1196"
"Male","2055"
"","3251"
"Intermediate and Equivalent",""
"Female","2538"
"Male","3195"
"","5733"
"Level not Stated",""
"Female","161"
"Male","169"
"","330"
"Lower Secondary (Class 6-8)",""
"Female","4026"
"Male","4748"
"","8774"
"Non Formal Education",""
"Female","532"
"Male","309"
"","841"
"Others",""
"Female","69"
"Male","36"
"","105"
"Post Graduate Equivalent and Above",""
"Female","247"
"Male","757"
"","1004"
"Primary Education (1-5 Class)",""
"Female","6177"
"Male","6815"
"","12992"
"Secondary Level (Class 9-10)",""
"Female","2873"
"Male","3608"
"","6481"
"SLC and Equivalent",""
"Female","2643"
"Male","2931"
"","5574"
