"Population by Mother tongue","Number"
"Avadhi",""
"Female","4492"
"Male","4806"
"","9298"
"Bangla",""
"Female","54"
"Male","80"
"","134"
"Bhojpuri",""
"Female","7713"
"Male","8094"
"","15807"
"Doteli",""
"Female","7"
"Male","8"
"","15"
"English",""
"Female","7"
"Male","4"
"","11"
"Gurung",""
"Female","651"
"Male","535"
"","1186"
"Hindi",""
"Female","389"
"Male","490"
"","879"
"Magar",""
"Female","996"
"Male","875"
"","1871"
"Maithili",""
"Female","1052"
"Male","1228"
"","2280"
"Nepali",""
"Female","14090"
"Male","13181"
"","27271"
"Newar",""
"Female","490"
"Male","445"
"","935"
"Not Reported",""
"Female","27"
"Male","42"
"","69"
"Others",""
"Female","33"
"Male","33"
"","66"
"Punjabi",""
"Female","13"
"Male","9"
"","22"
"Rai",""
"Female","4"
"Male","13"
"","17"
"Rajsthani",""
"Female","100"
"Male","99"
"","199"
"Sherpa",""
"Female","18"
"Male","23"
"","41"
"Sindhi",""
"Female","12"
"Male","14"
"","26"
"Sunuwar",""
"Female","7"
"Male","6"
"","13"
"Tamang",""
"Female","21"
"Male","27"
"","48"
"Thakali",""
"Female","14"
"Male","11"
"","25"
"Tharu",""
"Female","256"
"Male","248"
"","504"
"Urdu",""
"Female","1364"
"Male","1402"
"","2766"
