"Population by Single Year of Age","Number"
"0",""
"Female","134"
"Male","154"
"1",""
"Female","107"
"Male","127"
"10",""
"Female","140"
"Male","147"
"11",""
"Female","113"
"Male","145"
"12",""
"Female","152"
"Male","165"
"13",""
"Female","151"
"Male","148"
"14",""
"Female","157"
"Male","153"
"15",""
"Female","138"
"Male","119"
"16",""
"Female","144"
"Male","138"
"17",""
"Female","102"
"Male","102"
"18",""
"Female","139"
"Male","123"
"19",""
"Female","80"
"Male","72"
"2",""
"Female","131"
"Male","127"
"20",""
"Female","136"
"Male","94"
"21",""
"Female","88"
"Male","88"
"22",""
"Female","125"
"Male","104"
"23",""
"Female","86"
"Male","116"
"24",""
"Female","96"
"Male","133"
"25",""
"Female","116"
"Male","189"
"26",""
"Female","102"
"Male","148"
"27",""
"Female","85"
"Male","119"
"28",""
"Female","102"
"Male","160"
"29",""
"Female","46"
"Male","86"
"3",""
"Female","154"
"Male","158"
"30",""
"Female","141"
"Male","172"
"31",""
"Female","44"
"Male","61"
"32",""
"Female","74"
"Male","93"
"33",""
"Female","48"
"Male","59"
"34",""
"Female","51"
"Male","67"
"35",""
"Female","119"
"Male","113"
"36",""
"Female","58"
"Male","74"
"37",""
"Female","35"
"Male","53"
"38",""
"Female","62"
"Male","94"
"39",""
"Female","26"
"Male","45"
"4",""
"Female","156"
"Male","164"
"40",""
"Female","111"
"Male","111"
"41",""
"Female","37"
"Male","48"
"42",""
"Female","40"
"Male","85"
"43",""
"Female","38"
"Male","34"
"44",""
"Female","31"
"Male","40"
"45",""
"Female","95"
"Male","86"
"46",""
"Female","37"
"Male","49"
"47",""
"Female","25"
"Male","44"
"48",""
"Female","48"
"Male","62"
"49",""
"Female","32"
"Male","39"
"5",""
"Female","162"
"Male","154"
"50",""
"Female","65"
"Male","101"
"51",""
"Female","32"
"Male","41"
"52",""
"Female","36"
"Male","57"
"53",""
"Female","19"
"Male","35"
"54",""
"Female","17"
"Male","30"
"55",""
"Female","56"
"Male","73"
"56",""
"Female","26"
"Male","36"
"57",""
"Female","20"
"Male","29"
"58",""
"Female","24"
"Male","36"
"59",""
"Female","14"
"Male","24"
"6",""
"Female","169"
"Male","126"
"60",""
"Female","82"
"Male","61"
"61",""
"Female","34"
"Male","33"
"62",""
"Female","38"
"Male","43"
"63",""
"Female","25"
"Male","31"
"64",""
"Female","16"
"Male","17"
"65",""
"Female","42"
"Male","37"
"66",""
"Female","22"
"Male","25"
"67",""
"Female","13"
"Male","19"
"68",""
"Female","12"
"Male","23"
"69",""
"Female","10"
"Male","6"
"7",""
"Female","165"
"Male","164"
"70",""
"Female","26"
"Male","36"
"71",""
"Female","10"
"Male","14"
"72",""
"Female","7"
"Male","10"
"73",""
"Female","7"
"Male","6"
"74",""
"Female","1"
"Male","8"
"75",""
"Female","21"
"Male","20"
"76",""
"Female","3"
"Male","6"
"77",""
"Female","4"
"Male","3"
"78",""
"Female","7"
"Male","10"
"79",""
"Female","6"
"Male","7"
"8",""
"Female","126"
"Male","163"
"80",""
"Female","19"
"Male","14"
"81",""
"Female","3"
"Male","5"
"82",""
"Female","6"
"Male","5"
"83",""
"Female","4"
"Male","1"
"84",""
"Female","8"
"Male","2"
"85",""
"Female","17"
"Male","15"
"9",""
"Female","150"
"Male","148"
