"Population by Educational Attainment","Number"
"Beginners",""
"Female","992"
"Male","1142"
"Graduate and Equivalent",""
"Female","1440"
"Male","2209"
"Intermediate and Equivalent",""
"Female","3770"
"Male","4389"
"Level not Stated",""
"Female","185"
"Male","210"
"Lower Secondary (Class 6-8)",""
"Female","5028"
"Male","6507"
"Non Formal Education",""
"Female","1501"
"Male","1262"
"Others",""
"Female","29"
"Male","36"
"Post Graduate Equivalent and Above",""
"Female","389"
"Male","808"
"Primary Education (1-5 Class)",""
"Female","6644"
"Male","8146"
"Secondary Level (Class 9-10)",""
"Female","3698"
"Male","4689"
"SLC and Equivalent",""
"Female","4132"
"Male","5200"
