"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","8"
"Male","8"
"Bangali",""
"Female","32"
"Male","46"
"Brahman - Hill",""
"Female","1312"
"Male","1532"
"Brahman - Tarai",""
"Female","47"
"Male","45"
"Chamar/ Harijan/ Ram",""
"Female","5"
"Male","8"
"Chhetri",""
"Female","1737"
"Male","1868"
"Dalit Others",""
"Female","47"
"Male","68"
"Damai/Dholi",""
"Female","57"
"Male","62"
"Danuwar",""
"Female","15"
"Male","10"
"Dhanuk",""
"Female","21"
"Male","28"
"Dhimal",""
"Female","9"
"Male","6"
"Foreigner",""
"Female","6"
"Male","8"
"Gaine",""
"Female","19"
"Male","20"
"Gharti/Bhujel",""
"Female","38"
"Male","52"
"Gurung",""
"Female","136"
"Male","151"
"Hajam/Thakur",""
"Female","45"
"Male","71"
"Halwai",""
"Female","21"
"Male","34"
"Kalwar",""
"Female","6"
"Male","19"
"Kami",""
"Female","169"
"Male","200"
"Kathabaniyan",""
"Female","32"
"Male","34"
"Kayastha",""
"Female","15"
"Male","18"
"Koiri/Kushwaha",""
"Female","21"
"Male","35"
"Kumal",""
"Female","3"
"Male","8"
"Kurmi",""
"Female","3"
"Male","12"
"Limbu",""
"Female","86"
"Male","71"
"Magar",""
"Female","451"
"Male","477"
"Majhi",""
"Female","63"
"Male","59"
"Marwadi",""
"Female","5"
"Male","6"
"Musalman",""
"Female","97"
"Male","149"
"Newar",""
"Female","32663"
"Male","32112"
"Others",""
"Female","73"
"Male","101"
"Rai",""
"Female","252"
"Male","211"
"Rajput",""
"Female","6"
"Male","8"
"Sanyasi/Dasnami",""
"Female","104"
"Male","101"
"Sarki",""
"Female","8"
"Male","12"
"Sherpa",""
"Female","17"
"Male","11"
"Sunuwar",""
"Female","17"
"Male","10"
"Tamang",""
"Female","2753"
"Male","2880"
"Teli",""
"Female","33"
"Male","99"
"Terai Others",""
"Female","62"
"Male","122"
"Thakuri",""
"Female","40"
"Male","75"
"Thami",""
"Female","7"
"Male","9"
"Tharu",""
"Female","95"
"Male","146"
"Yadav",""
"Female","31"
"Male","79"
