"Population by Educational Attainment","Number"
"Beginners",""
"Female","247"
"Male","269"
"","516"
"Graduate and Equivalent",""
"Female","12"
"Male","111"
"","123"
"Intermediate and Equivalent",""
"Female","153"
"Male","364"
"","517"
"Level not Stated",""
"Female","33"
"Male","69"
"","102"
"Lower Secondary (Class 6-8)",""
"Female","978"
"Male","1791"
"","2769"
"Non Formal Education",""
"Female","91"
"Male","121"
"","212"
"Others",""
"Female","9"
"Male","13"
"","22"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","17"
"","17"
"Primary Education (1-5 Class)",""
"Female","3079"
"Male","4409"
"","7488"
"Secondary Level (Class 9-10)",""
"Female","404"
"Male","1071"
"","1475"
"SLC and Equivalent",""
"Female","172"
"Male","404"
"","576"
