"Population by Educational Attainment","Number"
"Beginners",""
"Female","31"
"Male","80"
"Graduate and Equivalent",""
"Female","97"
"Male","361"
"Intermediate and Equivalent",""
"Female","249"
"Male","744"
"Level not Stated",""
"Female","63"
"Male","59"
"Lower Secondary (Class 6-8)",""
"Female","999"
"Male","1646"
"Non Formal Education",""
"Female","36"
"Male","39"
"Others",""
"Female","3"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","20"
"Male","97"
"Primary Education (1-5 Class)",""
"Female","2706"
"Male","3375"
"Secondary Level (Class 9-10)",""
"Female","349"
"Male","906"
"SLC and Equivalent",""
"Female","442"
"Male","1080"
