"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","4"
"Male","7"
"Baraee",""
"Female","46"
"Male","59"
"Bin",""
"Female","93"
"Male","123"
"Brahman - Hill",""
"Female","196"
"Male","216"
"Brahman - Tarai",""
"Female","451"
"Male","429"
"Chamar/ Harijan/ Ram",""
"Female","718"
"Male","857"
"Chhetri",""
"Female","31"
"Male","24"
"Dalit Others",""
"Female","33"
"Male","31"
"Darai",""
"Female","63"
"Male","73"
"Dhanuk",""
"Female","190"
"Male","193"
"Dhobi",""
"Female","396"
"Male","410"
"Dom",""
"Female","14"
"Male","12"
"Dusadh/ Pasawan/ Pasi",""
"Female","391"
"Male","363"
"Gaderi/Bhedihar",""
"Female","18"
"Male","22"
"Hajam/Thakur",""
"Female","299"
"Male","288"
"Halwai",""
"Female","19"
"Male","12"
"Kahar",""
"Female","195"
"Male","199"
"Kalwar",""
"Female","623"
"Male","727"
"Kanu",""
"Female","914"
"Male","947"
"Kathabaniyan",""
"Female","56"
"Male","52"
"Kayastha",""
"Female","184"
"Male","208"
"Kewat",""
"Female","19"
"Male","27"
"Koiri/Kushwaha",""
"Female","71"
"Male","61"
"Kumhar",""
"Female","501"
"Male","527"
"Kurmi",""
"Female","988"
"Male","1136"
"Lohar",""
"Female","302"
"Male","352"
"Mali",""
"Female","79"
"Male","107"
"Mallaha",""
"Female","163"
"Male","184"
"Musahar",""
"Female","95"
"Male","110"
"Musalman",""
"Female","779"
"Male","771"
"Newar",""
"Female","11"
"Male","14"
"Nuniya",""
"Female","861"
"Male","957"
"Others",""
"Female","28"
"Male","11"
"Rai",""
"Female","18"
"Male","12"
"Rajput",""
"Female","717"
"Male","804"
"Sanyasi/Dasnami",""
"Female","224"
"Male","236"
"Sonar",""
"Female","35"
"Male","38"
"Tatma/Tatwa",""
"Female","977"
"Male","1102"
"Teli",""
"Female","1303"
"Male","1519"
"Terai Others",""
"Female","15"
"Male","18"
"Undefined Others",""
"Female","12"
"Male","15"
"Yadav",""
"Female","2409"
"Male","2721"
"Yakkha",""
"Female","30"
"Male","24"
