"Population by Educational Attainment","Number"
"Beginners",""
"Female","187"
"Male","227"
"Graduate and Equivalent",""
"Female","8"
"Male","62"
"Intermediate and Equivalent",""
"Female","63"
"Male","194"
"Level not Stated",""
"Female","9"
"Male","10"
"Lower Secondary (Class 6-8)",""
"Female","348"
"Male","855"
"Non Formal Education",""
"Female","88"
"Male","58"
"Others",""
"Female","1"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","5"
"Primary Education (1-5 Class)",""
"Female","1903"
"Male","2290"
"Secondary Level (Class 9-10)",""
"Female","168"
"Male","551"
"SLC and Equivalent",""
"Female","55"
"Male","207"
