"Population by Educational Attainment","Number"
"Beginners",""
"Female","121"
"Male","111"
"","232"
"Graduate and Equivalent",""
"Female","8"
"Male","26"
"","34"
"Intermediate and Equivalent",""
"Female","31"
"Male","58"
"","89"
"Level not Stated",""
"Female","12"
"Male","14"
"","26"
"Lower Secondary (Class 6-8)",""
"Female","403"
"Male","465"
"","868"
"Non Formal Education",""
"Female","20"
"Male","37"
"","57"
"Others",""
"Female","4"
"Male","6"
"","10"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","4"
"","5"
"Primary Education (1-5 Class)",""
"Female","1384"
"Male","1603"
"","2987"
"Secondary Level (Class 9-10)",""
"Female","123"
"Male","160"
"","283"
"SLC and Equivalent",""
"Female","80"
"Male","169"
"","249"
