"Population by Educational Attainment","Number"
"Beginners",""
"Female","222"
"Male","245"
"Graduate and Equivalent",""
"Female","46"
"Male","110"
"Intermediate and Equivalent",""
"Female","181"
"Male","228"
"Level not Stated",""
"Female","9"
"Male","6"
"Lower Secondary (Class 6-8)",""
"Female","1561"
"Male","1318"
"Non Formal Education",""
"Female","392"
"Male","254"
"Others",""
"Female","5"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","12"
"Male","20"
"Primary Education (1-5 Class)",""
"Female","2617"
"Male","2562"
"Secondary Level (Class 9-10)",""
"Female","572"
"Male","629"
"SLC and Equivalent",""
"Female","497"
"Male","541"
