"Population by Educational Attainment","Number"
"Beginners",""
"Female","187"
"Male","226"
"Graduate and Equivalent",""
"Female","24"
"Male","56"
"Intermediate and Equivalent",""
"Female","120"
"Male","130"
"Level not Stated",""
"Female","20"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","1180"
"Male","930"
"Non Formal Education",""
"Female","561"
"Male","321"
"Others",""
"Female","1"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","17"
"Primary Education (1-5 Class)",""
"Female","2041"
"Male","1885"
"Secondary Level (Class 9-10)",""
"Female","530"
"Male","484"
"SLC and Equivalent",""
"Female","424"
"Male","393"
