"Population by Educational Attainment","Number"
"Beginners",""
"Female","276"
"Male","280"
"","556"
"Graduate and Equivalent",""
"Female","119"
"Male","277"
"","396"
"Intermediate and Equivalent",""
"Female","585"
"Male","674"
"","1259"
"Level not Stated",""
"Female","49"
"Male","73"
"","122"
"Lower Secondary (Class 6-8)",""
"Female","2882"
"Male","2870"
"","5752"
"Non Formal Education",""
"Female","685"
"Male","661"
"","1346"
"Others",""
"Female","2"
"Male","1"
"","3"
"Post Graduate Equivalent and Above",""
"Female","16"
"Male","59"
"","75"
"Primary Education (1-5 Class)",""
"Female","3962"
"Male","4608"
"","8570"
"Secondary Level (Class 9-10)",""
"Female","1861"
"Male","1906"
"","3767"
"SLC and Equivalent",""
"Female","1244"
"Male","1255"
"","2499"
